assertion_id	source_file	source_sha256	physical_line	source_literal	branch_guard	row_node	column_node	contribution_expression	upstream_symbol	provenance_class
SEARCH_TEMPNODE_vbicinit	vbicinit.c	0c535654516c210e2cfd28ec1623544f974d21dd599ed9709a31d7fbfbf670a8	N/A	VBICtempNode occurrences: 0	mechanical token count	N/A	N/A	VBICtempNode occurrences: 0	token scan (vbicload.c rows bound to patched identity)	search_reconciliation
SEARCH_STAMP_TEMPROW	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	VBICtemp*Ptr stamp statements (temp-row): 33	mechanical token count	N/A	N/A	VBICtemp*Ptr stamp statements (temp-row): 33	temp-row stamp scan (patched)	search_reconciliation
SEARCH_STAMP_TEMPCOL	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	*[tT]empPtr stamp statements (temp-column): 29 (incl. VBICxf1TempPtr at patched line 1511)	mechanical token count	N/A	N/A	*[tT]empPtr stamp statements (temp-column): 29 (incl. VBICxf1TempPtr at patched line 1511)	temp-column stamp scan (patched)	search_reconciliation
SEARCH_THERMAL_SYMBOLS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	Irth=16 | Irth_Vrth=9 | Ith=317 | Ith_Vrth=37 | Ith_Vbei=20 | Ith_Vbci=24 | Ith_Vcei=10 | Ith_Vbex=12 | Ith_Vbep=16 | Ith_Vrs=12 | Ith_Vbcp=14 | Ith_Vcep=10 | Ith_Vrcx=12 | Ith_Vrci=12 | Ith_Vbcx=10 | Ith_Vrbx=12 | Ith_Vrbi=12 | Ith_Vre=12 | Ith_Vrbp=12 | Qcth=16 | Qcth_Vrth=9 | Icth=17 | Icth_Vrth=9 | VBICqcth=6 | VBICcqcth=4 | VBICicth_Vrth=1 | VBICcapcth=2 | vrth_origin=29 | vrth_origin_scalar=11 | CKTrhsOld=65 | VBICtempNode=6	mechanical token count	N/A	N/A	Irth=16 | Irth_Vrth=9 | Ith=317 | Ith_Vrth=37 | Ith_Vbei=20 | Ith_Vbci=24 | Ith_Vcei=10 | Ith_Vbex=12 | Ith_Vbep=16 | Ith_Vrs=12 | Ith_Vbcp=14 | Ith_Vcep=10 | Ith_Vrcx=12 | Ith_Vrci=12 | Ith_Vbcx=10 | Ith_Vrbx=12 | Ith_Vrbi=12 | Ith_Vre=12 | Ith_Vrbp=12 | Qcth=16 | Qcth_Vrth=9 | Icth=17 | Icth_Vrth=9 | VBICqcth=6 | VBICcqcth=4 | VBICicth_Vrth=1 | VBICcapcth=2 | vrth_origin=29 | vrth_origin_scalar=11 | CKTrhsOld=65 | VBICtempNode=6	thermal symbol scan (patched identity)	search_reconciliation
SEARCH_THERMAL_DEFS	vbicdefs.h	0185f8162e02de0cf9c332bbc827d6e43af9a1c494e8e86642b2d7d8ec57ef9b	N/A	VBICqcth=1 | VBICcqcth=1 | VBICicth_Vrth=1 | VBICcapcth=1 | VBICvrth=1 | VBICtempNode=1	mechanical token count	N/A	N/A	VBICqcth=1 | VBICcqcth=1 | VBICicth_Vrth=1 | VBICcapcth=1 | VBICvrth=1 | VBICtempNode=1	thermal state macro scan	search_reconciliation
SEARCH_CKTRHSOLD_BRIDGE	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	CKTrhsOld official=63 patched=65 (delta 2 from origin_scalar captures at patched 466, 506)	bridge token delta	N/A	N/A	CKTrhsOld official=63 patched=65 (delta 2 from origin_scalar captures at patched 466, 506)	bridge delta	search_reconciliation
BRIDGE_PATCH_NUMSTAT	vbicload.c	N/A	N/A	git apply --numstat NGSPICE46-VBIC-VRTH-ORIGIN-DIAGNOSTIC-V2.patch = 45 additions / 4 deletions	exact numstat	N/A	N/A	git apply --numstat NGSPICE46-VBIC-VRTH-ORIGIN-DIAGNOSTIC-V2.patch = 45 additions / 4 deletions	patch ae2c5e77	bridge_row
BRIDGE_BREAKDOWN_45	vbicload.c	N/A	N/A	3 declaration/comment lines (patched 68-70) + 8 structural bracing lines (4 opening guards patched 205/240/463/503 replacing deleted official 202/234/446/483; 4 closing braces patched 209/244/467/507) + 16 origin tag/scalar lines (patched 207-208, 242-243, 258-259, 269-270, 282-283, 310-311, 465-466, 505-506) + 18 marker-block lines (patched 693-710) = 45	exact breakdown	N/A	N/A	3 declaration/comment lines (patched 68-70) + 8 structural bracing lines (4 opening guards patched 205/240/463/503 replacing deleted official 202/234/446/483; 4 closing braces patched 209/244/467/507) + 16 origin tag/scalar lines (patched 207-208, 242-243, 258-259, 269-270, 282-283, 310-311, 465-466, 505-506) + 18 marker-block lines (patched 693-710) = 45	patch ae2c5e77	bridge_row
PATCH_ADD_01	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	68	    /* [VBIC_VRTH_ORIGIN_DIAGNOSTIC] read-only local origin tag instrumentation */	patch addition 1 of 45 (category declaration_comment)	N/A	N/A	    /* [VBIC_VRTH_ORIGIN_DIAGNOSTIC] read-only local origin tag instrumentation */	category: declaration_comment	patch_reconciliation
PATCH_ADD_02	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	69	    int vrth_origin = 0;            /* origin 0 = declaration initializer (line 50) */	patch addition 2 of 45 (category declaration_comment)	N/A	N/A	    int vrth_origin = 0;            /* origin 0 = declaration initializer (line 50) */	category: declaration_comment	patch_reconciliation
PATCH_ADD_03	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	70	    double vrth_origin_scalar = 0.0; /* exact source scalar used by the last Vrth assignment */	patch addition 3 of 45 (category declaration_comment)	N/A	N/A	    double vrth_origin_scalar = 0.0; /* exact source scalar used by the last Vrth assignment */	category: declaration_comment	patch_reconciliation
PATCH_ADD_04	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	205	                if (here->VBIC_selfheat) {	patch addition 4 of 45 (category structural_bracing_open)	N/A	N/A	                if (here->VBIC_selfheat) {	category: structural_bracing_open	patch_reconciliation
PATCH_ADD_05	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	207	                    vrth_origin = 1;    /* VRTH_ASSIGN_SMSIG (line 203) */	patch addition 5 of 45 (category origin_tag)	N/A	N/A	                    vrth_origin = 1;    /* VRTH_ASSIGN_SMSIG (line 203) */	category: origin_tag	patch_reconciliation
PATCH_ADD_06	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	208	                    vrth_origin_scalar = *(ckt->CKTstate0 + here->VBICvrth);	patch addition 6 of 45 (category origin_scalar)	N/A	N/A	                    vrth_origin_scalar = *(ckt->CKTstate0 + here->VBICvrth);	category: origin_scalar	patch_reconciliation
PATCH_ADD_07	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	209	                }	patch addition 7 of 45 (category structural_bracing_close)	N/A	N/A	                }	category: structural_bracing_close	patch_reconciliation
PATCH_ADD_08	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	240	                if (here->VBIC_selfheat) {	patch addition 8 of 45 (category structural_bracing_open)	N/A	N/A	                if (here->VBIC_selfheat) {	category: structural_bracing_open	patch_reconciliation
PATCH_ADD_09	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	242	                    vrth_origin = 2;    /* VRTH_ASSIGN_INITTRAN (line 235) */	patch addition 9 of 45 (category origin_tag)	N/A	N/A	                    vrth_origin = 2;    /* VRTH_ASSIGN_INITTRAN (line 235) */	category: origin_tag	patch_reconciliation
PATCH_ADD_10	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	243	                    vrth_origin_scalar = *(ckt->CKTstate1 + here->VBICvrth);	patch addition 10 of 45 (category origin_scalar)	N/A	N/A	                    vrth_origin_scalar = *(ckt->CKTstate1 + here->VBICvrth);	category: origin_scalar	patch_reconciliation
PATCH_ADD_11	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	244	                }	patch addition 11 of 45 (category structural_bracing_close)	N/A	N/A	                }	category: structural_bracing_close	patch_reconciliation
PATCH_ADD_12	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	258	                vrth_origin = 3;        /* VRTH_ASSIGN_UIC_ZERO (line 248) */	patch addition 12 of 45 (category origin_tag)	N/A	N/A	                vrth_origin = 3;        /* VRTH_ASSIGN_UIC_ZERO (line 248) */	category: origin_tag	patch_reconciliation
PATCH_ADD_13	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	259	                vrth_origin_scalar = 0.0;	patch addition 13 of 45 (category origin_scalar)	N/A	N/A	                vrth_origin_scalar = 0.0;	category: origin_scalar	patch_reconciliation
PATCH_ADD_14	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	269	                vrth_origin = 4;        /* VRTH_ASSIGN_JCTON_ZERO (line 257) */	patch addition 14 of 45 (category origin_tag)	N/A	N/A	                vrth_origin = 4;        /* VRTH_ASSIGN_JCTON_ZERO (line 257) */	category: origin_tag	patch_reconciliation
PATCH_ADD_15	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	270	                vrth_origin_scalar = 0.0;	patch addition 15 of 45 (category origin_scalar)	N/A	N/A	                vrth_origin_scalar = 0.0;	category: origin_scalar	patch_reconciliation
PATCH_ADD_16	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	282	                vrth_origin = 5;        /* VRTH_ASSIGN_JCTOFF_ZERO (line 268) */	patch addition 16 of 45 (category origin_tag)	N/A	N/A	                vrth_origin = 5;        /* VRTH_ASSIGN_JCTOFF_ZERO (line 268) */	category: origin_tag	patch_reconciliation
PATCH_ADD_17	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	283	                vrth_origin_scalar = 0.0;	patch addition 17 of 45 (category origin_scalar)	N/A	N/A	                vrth_origin_scalar = 0.0;	category: origin_scalar	patch_reconciliation
PATCH_ADD_18	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	310	                        vrth_origin = 6;    /* VRTH_ASSIGN_PREDICTOR (lines 293-294) */	patch addition 18 of 45 (category origin_tag)	N/A	N/A	                        vrth_origin = 6;    /* VRTH_ASSIGN_PREDICTOR (lines 293-294) */	category: origin_tag	patch_reconciliation
PATCH_ADD_19	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	311	                        vrth_origin_scalar = (1.0 + xfact)* (*(ckt->CKTstate1 + here->VBICvrth)) - ( xfact * (*(ckt->CKTstate2 + here->VBICvrth)));	patch addition 19 of 45 (category origin_scalar)	N/A	N/A	                        vrth_origin_scalar = (1.0 + xfact)* (*(ckt->CKTstate1 + here->VBICvrth)) - ( xfact * (*(ckt->CKTstate2 + here->VBICvrth)));	category: origin_scalar	patch_reconciliation
PATCH_ADD_20	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	463	                    if (here->VBIC_selfheat) {	patch addition 20 of 45 (category structural_bracing_open)	N/A	N/A	                    if (here->VBIC_selfheat) {	category: structural_bracing_open	patch_reconciliation
PATCH_ADD_21	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	465	                        vrth_origin = 7;    /* VRTH_ASSIGN_TEMPNODE_PRED (line 447) */	patch addition 21 of 45 (category origin_tag)	N/A	N/A	                        vrth_origin = 7;    /* VRTH_ASSIGN_TEMPNODE_PRED (line 447) */	category: origin_tag	patch_reconciliation
PATCH_ADD_22	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	466	                        vrth_origin_scalar = *(ckt->CKTrhsOld + here->VBICtempNode);	patch addition 22 of 45 (category origin_scalar)	N/A	N/A	                        vrth_origin_scalar = *(ckt->CKTrhsOld + here->VBICtempNode);	category: origin_scalar	patch_reconciliation
PATCH_ADD_23	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	467	                    }	patch addition 23 of 45 (category structural_bracing_close)	N/A	N/A	                    }	category: structural_bracing_close	patch_reconciliation
PATCH_ADD_24	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	503	                if (here->VBIC_selfheat) {	patch addition 24 of 45 (category structural_bracing_open)	N/A	N/A	                if (here->VBIC_selfheat) {	category: structural_bracing_open	patch_reconciliation
PATCH_ADD_25	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	505	                    vrth_origin = 8;    /* VRTH_ASSIGN_TEMPNODE_LOAD (line 484) */	patch addition 25 of 45 (category origin_tag)	N/A	N/A	                    vrth_origin = 8;    /* VRTH_ASSIGN_TEMPNODE_LOAD (line 484) */	category: origin_tag	patch_reconciliation
PATCH_ADD_26	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	506	                    vrth_origin_scalar = *(ckt->CKTrhsOld + here->VBICtempNode);	patch addition 26 of 45 (category origin_scalar)	N/A	N/A	                    vrth_origin_scalar = *(ckt->CKTrhsOld + here->VBICtempNode);	category: origin_scalar	patch_reconciliation
PATCH_ADD_27	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	507	                }	patch addition 27 of 45 (category structural_bracing_close)	N/A	N/A	                }	category: structural_bracing_close	patch_reconciliation
PATCH_ADD_28	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	693	                    /* [VBIC_VRTH_ORIGIN_DIAGNOSTIC] first-occurrence origin print for XQS_COMP_S */	patch addition 28 of 45 (category marker_block)	N/A	N/A	                    /* [VBIC_VRTH_ORIGIN_DIAGNOSTIC] first-occurrence origin print for XQS_COMP_S */	category: marker_block	patch_reconciliation
PATCH_ADD_29	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	694	                    static bool vrth_origin_printed = FALSE;	patch addition 29 of 45 (category marker_block)	N/A	N/A	                    static bool vrth_origin_printed = FALSE;	category: marker_block	patch_reconciliation
PATCH_ADD_30	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	695	                    static const char *vrth_origin_names[] = {	patch addition 30 of 45 (category marker_block)	N/A	N/A	                    static const char *vrth_origin_names[] = {	category: marker_block	patch_reconciliation
PATCH_ADD_31	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	696	                        "declaration_line_50", "smsig_line_203", "inittran_line_235",	patch addition 31 of 45 (category marker_block)	N/A	N/A	                        "declaration_line_50", "smsig_line_203", "inittran_line_235",	category: marker_block	patch_reconciliation
PATCH_ADD_32	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	697	                        "uic_zero_line_248", "jcton_zero_line_257", "jctoff_zero_line_268",	patch addition 32 of 45 (category marker_block)	N/A	N/A	                        "uic_zero_line_248", "jcton_zero_line_257", "jctoff_zero_line_268",	category: marker_block	patch_reconciliation
PATCH_ADD_33	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	698	                        "predictor_line_293", "tempnode_pred_line_447", "tempnode_load_line_484"	patch addition 33 of 45 (category marker_block)	N/A	N/A	                        "predictor_line_293", "tempnode_pred_line_447", "tempnode_load_line_484"	category: marker_block	patch_reconciliation
PATCH_ADD_34	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	699	                    };	patch addition 34 of 45 (category marker_block)	N/A	N/A	                    };	category: marker_block	patch_reconciliation
PATCH_ADD_35	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	700	                    if (!vrth_origin_printed &&	patch addition 35 of 45 (category marker_block)	N/A	N/A	                    if (!vrth_origin_printed &&	category: marker_block	patch_reconciliation
PATCH_ADD_36	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	701	                        (here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) &&	patch addition 36 of 45 (category marker_block)	N/A	N/A	                        (here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) &&	category: marker_block	patch_reconciliation
PATCH_ADD_37	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	702	                        (isnan(Vrth) || isnan(*(ckt->CKTstate0 + here->VBICvrth)))) {	patch addition 37 of 45 (category marker_block)	N/A	N/A	                        (isnan(Vrth) || isnan(*(ckt->CKTstate0 + here->VBICvrth)))) {	category: marker_block	patch_reconciliation
PATCH_ADD_38	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	703	                        fprintf(stderr, "\n[VBIC_VRTH_ORIGIN_DIAGNOSTIC] Instance: %s | Origin: %d (%s) | OriginScalar: %a (isnan=%d) | Vrth(current): %a (isnan=%d) | Vrth(stored): %a (isnan=%d)\n\n",	patch addition 38 of 45 (category marker_block)	N/A	N/A	                        fprintf(stderr, "\n[VBIC_VRTH_ORIGIN_DIAGNOSTIC] Instance: %s | Origin: %d (%s) | OriginScalar: %a (isnan=%d) | Vrth(current): %a (isnan=%d) | Vrth(stored): %a (isnan=%d)\n\n",	category: marker_block	patch_reconciliation
PATCH_ADD_39	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	704	                                here->VBICname, vrth_origin,	patch addition 39 of 45 (category marker_block)	N/A	N/A	                                here->VBICname, vrth_origin,	category: marker_block	patch_reconciliation
PATCH_ADD_40	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	705	                                (vrth_origin >= 0 && vrth_origin <= 8) ? vrth_origin_names[vrth_origin] : "unknown",	patch addition 40 of 45 (category marker_block)	N/A	N/A	                                (vrth_origin >= 0 && vrth_origin <= 8) ? vrth_origin_names[vrth_origin] : "unknown",	category: marker_block	patch_reconciliation
PATCH_ADD_41	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	706	                                vrth_origin_scalar, isnan(vrth_origin_scalar) ? 1 : 0,	patch addition 41 of 45 (category marker_block)	N/A	N/A	                                vrth_origin_scalar, isnan(vrth_origin_scalar) ? 1 : 0,	category: marker_block	patch_reconciliation
PATCH_ADD_42	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	707	                                Vrth, isnan(Vrth) ? 1 : 0,	patch addition 42 of 45 (category marker_block)	N/A	N/A	                                Vrth, isnan(Vrth) ? 1 : 0,	category: marker_block	patch_reconciliation
PATCH_ADD_43	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	708	                                *(ckt->CKTstate0 + here->VBICvrth), isnan(*(ckt->CKTstate0 + here->VBICvrth)) ? 1 : 0);	patch addition 43 of 45 (category marker_block)	N/A	N/A	                                *(ckt->CKTstate0 + here->VBICvrth), isnan(*(ckt->CKTstate0 + here->VBICvrth)) ? 1 : 0);	category: marker_block	patch_reconciliation
PATCH_ADD_44	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	709	                        vrth_origin_printed = TRUE;	patch addition 44 of 45 (category marker_block)	N/A	N/A	                        vrth_origin_printed = TRUE;	category: marker_block	patch_reconciliation
PATCH_ADD_45	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	710	                    }	patch addition 45 of 45 (category marker_block)	N/A	N/A	                    }	category: marker_block	patch_reconciliation
PATCH_DEL_1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	202	                if (here->VBIC_selfheat)	official-base deleted unbraced guard (deletion 1 of 4); replaced by braced opening guard	N/A	N/A	official line 202 (deleted by patch ae2c5e77); replacement opening-guard row PATCH_ADD_04 at patched line 205	official base 752518c6	patch_reconciliation
PATCH_DEL_2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	234	                if (here->VBIC_selfheat)	official-base deleted unbraced guard (deletion 2 of 4); replaced by braced opening guard	N/A	N/A	official line 234 (deleted by patch ae2c5e77); replacement opening-guard row PATCH_ADD_08 at patched line 240	official base 752518c6	patch_reconciliation
PATCH_DEL_3	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	446	                    if (here->VBIC_selfheat)	official-base deleted unbraced guard (deletion 3 of 4); replaced by braced opening guard	N/A	N/A	official line 446 (deleted by patch ae2c5e77); replacement opening-guard row PATCH_ADD_20 at patched line 463	official base 752518c6	patch_reconciliation
PATCH_DEL_4	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	483	                if (here->VBIC_selfheat)	official-base deleted unbraced guard (deletion 4 of 4); replaced by braced opening guard	N/A	N/A	official line 483 (deleted by patch ae2c5e77); replacement opening-guard row PATCH_ADD_24 at patched line 503	official base 752518c6	patch_reconciliation
